SNO,Input Data,Target Data,Predicted Data
526,thandavaalangkal,தண்டவாளங்கள்,தண்டடவாளங்கள்
527,kiubaa,கியூபா,கியூூபா
528,thiran,திறன்,திறன
529,siththaarth,சித்தார்த்,சித்தார்த்
530,ayropiya,அய்ரோப்பிய,அய்ரோோப்பிய
531,wels,வெல்ஷ்,வெல்ஷ
532,pinpura,பின்புற,பின்புற
533,cooult,கோல்ட்,ககோல்ட்
534,tightaniam,டைட்டானியம்,டைட்டானியம்
535,poadum,தள்ளிப்,தள்ளிப்
536,agast,ஆகஸ்ட்,ஆக்ட்
537,makayan,மகாயான,மகாயான
538,matravargalin,மற்றவர்களின்,மற்றவர்களின்
539,thuvangappatta,துவங்கப்பட்ட,துவங்கப்பட்ட
540,sinthiththal,சிந்தித்தல்,சிந்தித்ததல்
541,tiraiyin,திரையின்,திரையின்
542,vaatters,வாட்டர்ஸ்,வாட்டரர்ஸ்
543,galon,கேலன்,கேலன்
544,sangamekkum,சங்கமிக்கும்,சங்கமிக்கும்
545,pathikkappatta,பதிக்கப்பட்ட,பதிக்கப்பட்ட
546,sangamaththil,சங்கமத்தில்,சங்கமத்தில்
547,puduchcheariyil,புதுச்சேரியில்,புதுச்சேரியில்
548,paarththu,வேலைப்,வேலைப்
549,karachy,கராச்சி,கராச்சி
550,taraa,தாரா,தாரா
551,nooyinai,நோயினை,நயினை
552,cumbaththin,கம்பத்தின்,கம்ப்ததின்
553,kidaikkakudiya,கிடைக்கக்கூடிய,கிடைக்கக்கூடிய
554,kouravikkum,கௌரவிக்கும்,கௌரவிக்கும்
555,pirachuram,பிரசுரம்,பிரசுரம்
556,seyarpaadugalukku,செயற்பாடுகளுக்கு,செயற்பாடுகளுக்கு
557,aarppaattanggalai,ஆர்ப்பாட்டங்களை,ஆர்ப்பாட்டஙக்ளை
558,muyanranar,முயன்றனர்,முயனறனர்
559,theerkkatharisi,தீர்க்கதரிசி,தீ்க்கதரிசி
560,vitayam,விடயம்,விடயம்
561,bangkuthaararkal,பங்குதாரர்கள்,பங்குதாரர்கள்
562,thondriyullathu,தோன்றியுள்ளது,தோன்றியுள்ளுத
563,yelimaiyaagak,எளிமையாகக்,எளிமையகாக்
564,poraamaiyin,பொறாமையின்,பொறாமையின்்
565,kodooramaana,கொடூரமான,ககொடூரமான
566,tailer,டைலர்,டைலர்
567,kaathiruntha,காத்திருந்த,காததிருந்த
568,moondrae,மூன்றே,மூனன்றே
569,turboo,டர்போ,டர்போ
570,hydro,ஹைட்ரோ,ஹைைட்ரோ
571,vazhiththoantralgal,வழித்தோன்றல்கள்,வழித்தோன்றல்ள்
572,thadutthaar,தடுத்தார்,தடுத்தார்
573,git,கீதை,கீதைை
574,karavetti,கரவெட்டி,கரெட்டி
575,soozhappattadhu,சூழப்பட்டது,சூழப்பட்டடது
576,makeesh,மகேஷ்,மகேஷ்
577,pukazhpetravai,புகழ்பெற்றவை,புக்பெற்றவை
578,baarathiya,பாரதிய,பாதரிய
579,etharkaaga,எதற்காக,எதற்காக
580,kavalthuraip,காவல்துறைப்,காவல்துறப்
581,chollukku,சொல்லுக்கு,சொல்ுலக்கு
582,nikazhthakavu,நிகழ்தகவு,நிகழ்தகவு
583,viliam,வில்லியம்,வில்லியம்
584,koappaikkaana,கோப்பைக்கான,கோப்பைக்ாகன
585,uyirinamaaga,உயிரினமாக,உயிரினமாக
586,poattiyil,போட்டியில்,போட்டியில்
587,anuraathapuram,அனுராதபுரம்,அனுராதபரும்
588,zen,ஜென்,ஜெ்ன
589,tough,டஃப்,டஃப்
590,magilchchi,மகிழ்ச்சி,மகிழ்்ச்சி
591,maraa,மாரா,மாரா
592,kidaikkaadhu,கிடைக்காது,கிடைக்காது
593,thaduththa,தடுத்த,தடுத்த
594,thamizharingyar,தமிழறிஞர்,தமிழறிஞர்
595,virathangkal,விரதங்கள்,விரரதங்கள்
596,saasanankal,சாசனங்கள்,சாசனங்ளக்
597,puraakkal,புறாக்கள்,புறாக்கள்்
598,varigalai,வரிகளை,வரிகளை
599,scent,சென்ட்,சென்ட்
600,sey,சேய்,சேய்
601,koottappatta,கூட்டப்பட்ட,கூட்டப்பட்ட
602,ulagaip,உலகைப்,லஉகைப்
603,kuuttankalai,கூட்டங்களை,கூட்டஙகளை
604,undaanadhu,உண்டானது,உண்டானது
605,kolladhavar,கொள்ளாதவர்,கொள்ளாதவர்
606,thampathikalukku,தம்பதிகளுக்கு,தம்பதிகளுக்கு
607,kaapaatrik,காப்பாற்றிக்,காபப்ாற்றிக்
608,sype,சைப்,சைப்
609,kopaiyin,கோப்பையின்,கோப்பபையின்
610,vaelaiyaaga,வேலையாக,வேைலயாக
611,kalai,கலாய்,கலாய்
612,sattaiyai,சட்டையை,சட்டையை
613,kulanggalum,குளங்களும்,ககுளங்களும்
614,isaikkaruviyai,இசைக்கருவியை,இசைக்கருவியை
615,setii,சதி,சதி
616,panigazhaiyum,பணிகளையும்,பணிிகளையும்
617,nadaiperuvathai,நடைபெறுவதை,நடைபபெறுவதை
618,makizhchchiyil,மகிழ்ச்சியில்,மகிழ்ச்சியில்
619,odssi,ஒடிசி,ஒடிசி
620,kaavalthuraiyaal,காவல்துறையால்,காவல்துறையால்
621,kiritthavarkalin,கிறித்தவர்களின்,கிறித்தவர்ககளின்
622,aththiyaayaththin,அத்தியாயத்தின்,அத்தியாயத்தின்
623,sangangalukku,சங்கங்களுக்கு,சங்கங்களுக்கு
624,thuvakkamaaga,துவக்கமாக,துவக்்கமாக
625,saalukkiyarkal,சாளுக்கியர்கள்,சாளுக்கியர்கள்
626,kodura,கொடூர,கொடூர
627,oththuzhaikka,ஒத்துழைக்க,ஒத்துழைக்க
628,ottrai,ஒற்றை,ஒற்றை
629,youri,யூரி,யூரி
630,microsaaft,மைக்ரோசாப்ட்,மைக்ரோசாப்ட்
631,golli,கோலி,கலோி
632,puthucheri,புதுச்சேரியில்,புதுச்சேரியில்
633,yoosanaikal,யோசனைகள்,யோசசனைகள்
634,seithamaiaal,செய்தமையால்,செ்யதமையால்
635,thoandum,தோண்டும்,தோண்டும்
636,nilainiruththum,நிலைநிறுத்தும்,நிலைநிறுத்தும்
637,chuttik,சூட்டிக்,சூட்டிக்
638,kameo,கேமியோ,கேமியோ
639,uupsalla,உப்சாலா,உப்சாலா
640,koodadhu,கூடாது,கூடாதுு
641,sernthu,சேர்ந்து,சேர்ந்து
642,kud,குட்,ுட்
643,loodhiaanaa,லூதியானா,லூதியானா
644,kulangkalin,குளங்களின்,குளஙக்ளின்
645,daglas,டக்ளஸ்,டக்ளஸ்
646,orumai,ஒருமை,ஒருமை
647,aatharavaaka,ஆதரவாக,ஆதரவாக
648,paththaandugal,பத்தாண்டுகள்,பத்தாண்டுகள்
649,kudaiyin,குடையின்,குடையின்
650,seti,சதி,சசதி
651,noolum,நூலும்,நூலும்
652,nikazhvukalaip,நிகழ்வுகளைப்,நிகழ்வுகளைப
653,yenid,எனிட்,எனிிட்
654,kaettaar,கேட்டார்,கேட்டார்
